Mark,Manu,Type,Model,Serial,MTOW,engnum,Engmanu,Engtype,Engmodel,Fueltype,regType,regholdname,regholdadd1,regholdadd2,regholdSuburb,regholdState,regholdPostcode,regholdCountry,regholdCommdate,regopName,regopadd1,regopadd2,regopSuburb,regopState,regopPostcode,regopCountry,regopCommdate,Datefirstreg,gear,Airframe,CoAcata,CoAcatb,CoAcatc,Propmanu,Propmodel,Typecert,Countrymanu,Yearmanu,Regexpirydate,suspendstatus,suspenddate,ICAOtypedesig,IDERA_Authorised_Party,IDERA_Certified_Designee
XNW,AIRBUS,,A320-232,5813,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,31-May-22,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,31-May-22,31-May-22,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,France,2013,,,,A320,,
XSJ,AIRBUS INDUSTRIE,,A320-232,5482,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,"UMB BANK, NATIONAL ASSOCIATION, AS TRUSTEE FOR MSN 5482 TRUST",6440 S Millrock Dr Suite 400,,Salt Lake City,UT,84121,United States of America,13-Mar-19,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,13-Mar-19,26-Mar-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2013,,,,A320,,
XZA,THE BOEING COMPANY,,737-838,39367,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26,Kerosene,Full Registration,"DINGO LEASING CO., LTD.","9-4, Nishi-shimbashi 3 Chome, Minato-ku ",9-Apr,TOKYO,,105-8464,Japan,19-Nov-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,19-Nov-14,15-Mar-12,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2012,,,,B738,,
XZB,THE BOEING COMPANY,,737-838,39360,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26,Kerosene,Full Registration,"EMU LEASING CO., LTD.","9-4, Nishi-Shimbashi 3 Chome Minato-ku",9-Apr,TOKYO,,105-8464,Japan,6-Nov-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,6-Nov-14,15-Mar-12,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2012,,,,B738,,
XZC,THE BOEING COMPANY,,737-838,39361,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,"WOMBAT LEASING CO., LTD.","9-4, Nishi-Shimbashi 3 Chome Minato-ku",9-Apr,TOKYO,,105-8464,Japan,18-Nov-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Nov-14,15-Mar-12,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2012,,,,B738,,
XZD,THE BOEING COMPANY,,737-838,39368,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,"VIOLA LEASING CO., LTD.",1-3-2 Marunouchi,,CHIYODA-KU,TOKYO,100-8287,Japan,9-Apr-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,9-Apr-13,25-Jan-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2013,,,,B738,,
XZE,THE BOEING COMPANY,,737-838,39369,79242,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26E,Kerosene,Full Registration,"CELLO LEASING CO.,LTD.","1-3-2 Marunouchi, Chiyoda-Ku",,TOKYO,,100-8287,Japan,2-May-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,2-May-13,25-Jan-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2013,,,,B738,,
XZF,THE BOEING COMPANY,,737-838,39370,79242,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,"CONTRABASS LEASING CO., LTD",1-3-2 Marunouchi,,Chiyoda-Ku,TOKYO,100-8287,Japan,14-May-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,14-May-13,25-Jan-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2013,,,,B738,,
XZG,THE BOEING COMPANY,,737-838,39371,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,"ALIP NO. 23 CO., LTD",29F/ JP Tower,,CHIYODA-KU,TOKYO,100-7029,Japan,5-Jun-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,5-Jun-13,25-Jan-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2013,,,,B738,,
XZH,THE BOEING COMPANY,,737-838,39372,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26E,Kerosene,Full Registration,"ALIP NO. 24 CO., LTD",29/F JP Tower,,CHIYODA-KU,TOKYO,100-7029,Japan,18-Jul-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Jul-13,1-May-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2013,,,,B738,,
XZI,THE BOEING COMPANY,,737-838,39364,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,TLC SAINTPAULIA LTD,3 Kanda-neribeicho Chiyoda-ku,,TOKYO,,101-0022,Japan,4-Oct-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,4-Oct-13,27-May-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2013,,,,B738,,
XZJ,THE BOEING COMPANY,,737-838,39365,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,"VIOLIN LEASING CO., LTD.",1-3-2 Manunouchi,,Chiyoda-Ku,TOKYO,100-8287,Japan,19-Nov-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,19-Nov-13,27-May-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2013,,,,B738,,
XZK,THE BOEING COMPANY,,737-838,39366,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,TLC. CANNA LTD,3 Kanda-neribeicho Chiyoda-ku,,TOKYO,,101-0022,Japan,18-Dec-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Dec-13,27-May-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2013,,,,B738,,
XZL,THE BOEING COMPANY,,737-838,44573,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,18-Mar-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2014,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
XZM,THE BOEING COMPANY,,737-838,44574,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,18-Mar-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2014,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
XZN,THE BOEING COMPANY,,737-838,44575,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,18-Mar-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2014,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
XZO,THE BOEING COMPANY,,737-838,44576,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,18-Mar-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2014,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
XZP,THE BOEING COMPANY,,737-838,44577,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,18-Mar-14,18-Mar-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2014,,,,B738,NATIONAL AUSTRALIA BANK LIMITED,
YQS,THE BOEING COMPANY,,717-200,55178,51710,2,BMW ROLLS ROYCE AERO ENGINES,Turbofan,BR700-715A1-30,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,13-Jul-17,NATIONAL JET SYSTEMS PTY LTD,A QANTAS Group Airline,PO Box 99,Export Park,South Australia,5950,Australia,13-Jul-17,1-Oct-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,,United States of America,2004,,,,B712,,
YQT,THE BOEING COMPANY,,717-200,55179,51710,2,BMW ROLLS ROYCE AERO ENGINES,Turbofan,BR700-715A1-30,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-May-17,NATIONAL JET SYSTEMS PTY LTD,A QANTAS Group Airline,PO Box 99,Export Park,South Australia,5950,Australia,16-May-17,4-Nov-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,,United States of America,2004,,,,B712,,
YQU,THE BOEING COMPANY,,717-200,55180,51710,2,BMW ROLLS ROYCE AERO ENGINES,Turbofan,BR700-715A1-30,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,8-Feb-17,NATIONAL JET SYSTEMS PTY LTD,A QANTAS Group Airline,PO Box 99,Export Park,South Australia,5950,Australia,8-Feb-17,24-Dec-13,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,,United States of America,2004,,,,B712,,
YQV,THE BOEING COMPANY,,717-200,55193,53524,2,BMW ROLLS ROYCE AERO ENGINES,Turbofan,BR700-715A1-30,Kerosene,Full Registration,BCC EQUIPMENT LEASING CORPORATION,3707,,SEATTLE,WASHINGTON,98124-2207,United States of America,7-Mar-14,NATIONAL JET SYSTEMS PTY LTD,A QANTAS Group Airline,PO Box 99,Export Park,South Australia,5950,Australia,7-Mar-14,7-Mar-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,,United States of America,2006,,,,B712,,
YQW,THE BOEING COMPANY,,717-200,55194,53524,2,BMW ROLLS ROYCE AERO ENGINES,Turbofan,BR700-715A1-30,Kerosene,Full Registration,BCC EQUIPMENT LEASING CORPORATION,3707,,SEATTLE,WASHINGTON,98124-2207,United States of America,17-Apr-14,NATIONAL JET SYSTEMS PTY LTD,A QANTAS Group Airline,PO Box 99,Export Park,South Australia,5950,Australia,17-Apr-14,17-Apr-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,,United States of America,2006,,,,B712,,
YQX,THE BOEING COMPANY,,717-200,55053,53524,2,ROLLS-ROYCE DEUTSCHLAND LTD & CO KG,Turbofan,BR700-715A1-30,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,2-Feb-16,NATIONAL JET SYSTEMS PTY LTD,A QANTAS Group Airline,PO Box 99,Export Park,South Australia,5950,Australia,2-Feb-16,2-Feb-16,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A6WE,United States of America,1999,,,,B712,,
YQY,THE BOEING COMPANY,,717-200,55056,53524,2,BMW ROLLS ROYCE AERO ENGINES,Turbofan,BR700-715A1-30,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,8-Jan-16,NATIONAL JET SYSTEMS PTY LTD,A QANTAS Group Airline,PO Box 99,Export Park,South Australia,5950,Australia,8-Jan-16,8-Jan-16,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,,United States of America,1999,,,,B712,,
YXQ,AIRBUS INDUSTRIE,,A320-232,5618,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,"JJTEC1 CO., LTD.","1-2-70, Konan St",,MINATO-KU,,108-0075,Japan,25-Jan-21,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,27-Jan-22,25-Jan-21,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,France,2013,,,,A320,,
YXS,AIRBUS,,A320-232,5732,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,"JJTEC2 CO., LTD","1-2-70, Konn St",,MINATO-KU,TOKYO,108-0075,Japan,21-Jul-21,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,21-Jul-21,21-Jul-21,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,France,2013,,,,A320,,
